SBID,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,BMAJ,BMIN,BPA
8592,RACS_0535-06A,1,05:37:16.982,-05:46:27.84,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.620,9.080,-88.900
8592,RACS_0535-06A,2,05:33:03.451,-06:49:27.7,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.300,9.180,-87.900
8592,RACS_0535-06A,3,05:37:17.237,-06:49:27.7,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.820,9.200,-88.800
8592,RACS_0535-06A,4,05:28:51.029,-04:43:19.74,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.660,9.440,-88.100
8592,RACS_0535-06A,5,05:33:03.919,-04:43:27.3698,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.060,9.240,-88.700
8592,RACS_0535-06A,6,05:37:16.769,-04:43:27.3698,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.600,9.260,-89.600
8592,RACS_0535-06A,7,05:41:29.659,-04:43:19.74,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.270,9.510,89.100
8592,RACS_0535-06A,8,05:41:30.298,-05:46:20.2102,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.290,9.340,89.800
8592,RACS_0535-06A,9,05:41:31.068,-06:49:20.0302,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.380,9.220,-89.700
8592,RACS_0535-06A,10,05:41:31.968,-07:52:20.5,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.130,9.090,-89.100
8592,RACS_0535-06A,11,05:37:17.539,-07:52:28.16,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.740,9.250,-87.800
8592,RACS_0535-06A,12,05:33:03.149,-07:52:28.16,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.410,9.050,-87.300
8592,RACS_0535-06A,13,05:28:48.72,-07:52:20.5,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.920,9.030,-86.400
8592,RACS_0535-06A,14,05:28:49.62,-06:49:20.0302,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.820,9.150,-87.000
8592,RACS_0535-06A,15,05:28:50.39,-05:46:20.2102,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.740,9.300,-87.600
8592,RACS_0535-06A,16,05:24:38.866,-03:40:02.1,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.140,9.550,-87.900
8592,RACS_0535-06A,17,05:28:51.54,-03:40:17.36,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.610,9.450,-89.100
8592,RACS_0535-06A,18,05:33:04.09,-03:40:25,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.130,9.610,-89.800
8592,RACS_0535-06A,19,05:37:16.598,-03:40:25,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.630,9.400,88.800
8592,RACS_0535-06A,20,05:41:29.148,-03:40:17.36,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.220,9.400,88.000
8592,RACS_0535-06A,21,05:45:41.822,-03:40:02.1,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.790,9.230,87.400
8592,RACS_0535-06A,22,05:45:42.674,-04:43:04.48,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.820,9.330,88.400
8592,RACS_0535-06A,23,05:45:43.738,-05:46:04.9102,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,26.020,10.760,-82.600
8592,RACS_0535-06A,24,05:45:45.022,-06:49:04.7302,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,26.260,10.340,-82.300
8592,RACS_0535-06A,25,05:45:46.522,-07:52:05.12,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,25.070,9.120,89.900
8592,RACS_0535-06A,26,05:45:48.247,-08:55:07.4302,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,25.100,8.620,89.800
8592,RACS_0535-06A,27,05:41:33.002,-08:55:22.84,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,24.380,9.140,-88.200
8592,RACS_0535-06A,28,05:37:17.882,-08:55:30.54,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.750,9.030,-87.500
8592,RACS_0535-06A,29,05:33:02.806,-08:55:30.54,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.560,8.780,-86.900
8592,RACS_0535-06A,30,05:28:47.686,-08:55:22.84,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,23.000,8.930,-85.900
8592,RACS_0535-06A,31,05:24:32.441,-08:55:07.4302,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.510,8.860,-85.000
8592,RACS_0535-06A,32,05:24:34.166,-07:52:05.12,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.330,9.170,-84.900
8592,RACS_0535-06A,33,05:24:35.666,-06:49:04.7302,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.370,9.140,-86.000
8592,RACS_0535-06A,34,05:24:36.95,-05:46:04.9102,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.210,9.120,-86.500
8592,RACS_0535-06A,35,05:24:38.014,-04:43:04.48,2019-04-29 03:44:54.902,2019-04-29 04:00:10.656,22.130,9.260,-87.000
8592,RACS_0553-12A,0,05:51:32.213,-12:03:36.6098,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.780,8.710,-86.300
8592,RACS_0553-12A,1,05:55:49.891,-12:03:36.6098,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.320,8.700,-87.200
8592,RACS_0553-12A,2,05:51:31.685,-13:06:36.4702,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.730,8.640,-85.900
8592,RACS_0553-12A,3,05:55:50.419,-13:06:36.4702,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.270,8.660,-86.900
8592,RACS_0553-12A,4,05:47:15.941,-11:00:20.7698,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.330,8.790,-85.800
8592,RACS_0553-12A,5,05:51:32.695,-11:00:36.14,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.840,8.790,-86.700
8592,RACS_0553-12A,6,05:55:49.409,-11:00:36.14,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.390,8.800,-87.600
8592,RACS_0553-12A,7,06:00:06.163,-11:00:20.7698,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.990,8.800,-88.500
8592,RACS_0553-12A,8,06:00:07.606,-12:03:21.1702,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.920,8.720,-88.100
8592,RACS_0553-12A,9,06:00:09.192,-13:06:20.9498,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.840,8.660,-87.700
8592,RACS_0553-12A,10,06:00:10.92,-14:09:21.3502,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.480,8.540,-87.200
8592,RACS_0553-12A,11,05:55:50.995,-14:09:36.94,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.190,8.690,-85.800
8592,RACS_0553-12A,12,05:51:31.109,-14:09:36.94,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.650,8.570,-85.500
8592,RACS_0553-12A,13,05:47:11.184,-14:09:21.3502,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.130,8.560,-84.600
8592,RACS_0553-12A,14,05:47:12.912,-13:06:20.9498,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.200,8.630,-85.000
8592,RACS_0553-12A,15,05:47:14.498,-12:03:21.1702,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.270,8.710,-85.400
8592,RACS_0553-12A,16,05:43:01.243,-09:56:47.72,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,22.870,8.830,-85.300
8592,RACS_0553-12A,17,05:47:17.246,-09:57:18.4298,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.320,8.740,-86.400
8592,RACS_0553-12A,18,05:51:33.13,-09:57:33.7702,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.900,8.880,-87.100
8592,RACS_0553-12A,19,05:55:48.974,-09:57:33.7702,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.280,8.680,-88.600
8592,RACS_0553-12A,20,06:00:04.858,-09:57:18.4298,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.870,8.690,-89.500
8592,RACS_0553-12A,21,06:04:20.861,-09:56:47.72,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,25.400,8.530,89.800
8592,RACS_0553-12A,22,06:04:23.035,-10:59:49.9898,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,25.540,8.650,-89.300
8592,RACS_0553-12A,23,06:04:25.44,-12:02:50.28,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,27.470,9.780,-81.100
8592,RACS_0553-12A,24,06:04:28.08,-13:05:49.92,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,27.490,9.450,-81.300
8592,RACS_0553-12A,25,06:04:30.962,-14:08:50.1698,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,25.390,8.570,-88.300
8592,RACS_0553-12A,26,06:04:34.092,-15:11:52.3,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,25.050,8.170,-88.600
8592,RACS_0553-12A,27,06:00:12.799,-15:12:23.62,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.690,8.610,-86.400
8592,RACS_0553-12A,28,05:55:51.622,-15:12:39.28,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,24.010,8.530,-85.700
8592,RACS_0553-12A,29,05:51:30.482,-15:12:39.28,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.640,8.340,-85.300
8592,RACS_0553-12A,30,05:47:09.305,-15:12:23.62,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,23.050,8.510,-84.200
8592,RACS_0553-12A,31,05:42:48.012,-15:11:52.3,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,22.540,8.490,-83.400
8592,RACS_0553-12A,32,05:42:51.142,-14:08:50.1698,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,22.670,8.660,-83.000
8592,RACS_0553-12A,33,05:42:54.024,-13:05:49.92,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,22.720,8.620,-84.100
8592,RACS_0553-12A,34,05:42:56.664,-12:02:50.28,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,22.700,8.550,-84.300
8592,RACS_0553-12A,35,05:42:59.069,-10:59:49.9898,2019-04-29 04:00:20.592,2019-04-29 04:15:26.323,22.740,8.620,-84.700
8592,RACS_0600-06A,0,05:57:53.362,-05:46:27.84,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.560,9.270,-87.100
8592,RACS_0600-06A,1,06:02:06.638,-05:46:27.84,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.020,9.290,-88.000
8592,RACS_0600-06A,2,05:57:53.107,-06:49:27.7,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.650,9.130,-86.600
8592,RACS_0600-06A,3,06:02:06.893,-06:49:27.7,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.140,9.170,-87.500
8592,RACS_0600-06A,4,05:53:40.685,-04:43:19.74,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.040,9.390,-86.800
8592,RACS_0600-06A,5,05:57:53.575,-04:43:27.3698,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.490,9.410,-87.800
8592,RACS_0600-06A,6,06:02:06.425,-04:43:27.3698,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.960,9.440,-88.700
8592,RACS_0600-06A,7,06:06:19.315,-04:43:19.74,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.490,9.460,-89.600
8592,RACS_0600-06A,8,06:06:19.954,-05:46:20.2102,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.550,9.320,-89.000
8592,RACS_0600-06A,9,06:06:20.724,-06:49:20.0302,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.630,9.200,-88.400
8592,RACS_0600-06A,10,06:06:21.624,-07:52:20.5,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.390,9.040,-87.800
8592,RACS_0600-06A,11,06:02:07.195,-07:52:28.16,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.060,9.200,-86.400
8592,RACS_0600-06A,12,05:57:52.805,-07:52:28.16,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.760,9.010,-86.000
8592,RACS_0600-06A,13,05:53:38.376,-07:52:20.5,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.310,8.980,-85.100
8592,RACS_0600-06A,14,05:53:39.276,-06:49:20.0302,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.210,9.110,-85.700
8592,RACS_0600-06A,15,05:53:40.046,-05:46:20.2102,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.130,9.250,-86.200
8592,RACS_0600-06A,16,05:49:28.522,-03:40:02.1,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,21.550,9.490,-86.600
8592,RACS_0600-06A,17,05:53:41.196,-03:40:17.36,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,21.970,9.400,-87.700
8592,RACS_0600-06A,18,05:57:53.746,-03:40:25,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.450,9.580,-88.400
8592,RACS_0600-06A,19,06:02:06.254,-03:40:25,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.870,9.350,-89.900
8592,RACS_0600-06A,20,06:06:18.804,-03:40:17.36,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.410,9.370,89.200
8592,RACS_0600-06A,21,06:10:31.478,-03:40:02.1,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.900,9.220,88.600
8592,RACS_0600-06A,22,06:10:32.33,-04:43:04.48,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.980,9.320,89.600
8592,RACS_0600-06A,23,06:10:33.394,-05:46:04.9102,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,25.290,10.700,-80.800
8592,RACS_0600-06A,24,06:10:34.678,-06:49:04.7302,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,25.540,10.280,-80.600
8592,RACS_0600-06A,25,06:10:36.178,-07:52:05.12,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,24.270,9.080,-88.800
8592,RACS_0600-06A,26,06:10:37.903,-08:55:07.4302,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,24.280,8.600,-89.000
8592,RACS_0600-06A,27,06:06:22.658,-08:55:22.84,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.660,9.110,-86.900
8592,RACS_0600-06A,28,06:02:07.538,-08:55:30.54,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,23.070,9.000,-86.200
8592,RACS_0600-06A,29,05:57:52.462,-08:55:30.54,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.910,8.750,-85.600
8592,RACS_0600-06A,30,05:53:37.342,-08:55:22.84,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,22.380,8.890,-84.600
8592,RACS_0600-06A,31,05:49:22.097,-08:55:07.4302,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,21.950,8.850,-83.800
8592,RACS_0600-06A,32,05:49:23.822,-07:52:05.12,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,21.760,9.120,-83.600
8592,RACS_0600-06A,33,05:49:25.322,-06:49:04.7302,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,21.810,9.080,-84.800
8592,RACS_0600-06A,34,05:49:26.606,-05:46:04.9102,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,21.640,9.070,-85.200
8592,RACS_0600-06A,35,05:49:27.67,-04:43:04.48,2019-04-29 04:15:36.259,2019-04-29 04:30:52.013,21.560,9.200,-85.800
8592,RACS_0618-12A,0,06:16:48.002,-12:03:36.6098,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.920,8.790,-82.300
8592,RACS_0618-12A,1,06:21:05.681,-12:03:36.6098,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.350,8.830,-83.200
8592,RACS_0618-12A,2,06:16:47.474,-13:06:36.4702,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.850,8.740,-82.100
8592,RACS_0618-12A,3,06:21:06.209,-13:06:36.4702,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.300,8.770,-82.900
8592,RACS_0618-12A,4,06:12:31.73,-11:00:20.7698,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.570,8.860,-81.900
8592,RACS_0618-12A,5,06:16:48.485,-11:00:36.14,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.970,8.880,-82.700
8592,RACS_0618-12A,6,06:21:05.198,-11:00:36.14,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.960,8.710,-83.100
8592,RACS_0618-12A,7,06:25:21.953,-11:00:20.7698,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.400,8.740,-84.000
8592,RACS_0618-12A,8,06:25:23.395,-12:03:21.1702,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.360,8.670,-83.600
8592,RACS_0618-12A,9,06:25:24.982,-13:06:20.9498,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.290,8.610,-83.300
8592,RACS_0618-12A,10,06:25:26.71,-14:09:21.3502,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.470,8.690,-83.200
8592,RACS_0618-12A,11,06:21:06.785,-14:09:36.94,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.220,8.800,-82.000
8592,RACS_0618-12A,12,06:16:46.898,-14:09:36.94,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.760,8.680,-81.800
8592,RACS_0618-12A,13,06:12:26.974,-14:09:21.3502,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.330,8.670,-80.900
8592,RACS_0618-12A,14,06:12:28.704,-13:06:20.9498,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.430,8.720,-81.300
8592,RACS_0618-12A,15,06:12:30.288,-12:03:21.1702,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.500,8.780,-81.600
8592,RACS_0618-12A,16,06:08:17.033,-09:56:47.72,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.220,8.900,-81.400
8592,RACS_0618-12A,17,06:12:33.036,-09:57:18.4298,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.580,8.820,-82.400
8592,RACS_0618-12A,18,06:16:48.919,-09:57:33.7702,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.000,8.960,-83.100
8592,RACS_0618-12A,19,06:21:04.764,-09:57:33.7702,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.270,8.800,-84.500
8592,RACS_0618-12A,20,06:25:20.65,-09:57:18.4298,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.240,8.610,-85.100
8592,RACS_0618-12A,21,06:29:36.65,-09:56:47.72,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.620,8.490,-85.800
8592,RACS_0618-12A,22,06:29:38.825,-10:59:49.9898,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.780,8.620,-84.800
8592,RACS_0618-12A,23,06:29:41.23,-12:02:50.28,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,24.880,9.620,-75.300
8592,RACS_0618-12A,24,06:29:43.87,-13:05:49.92,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,24.880,9.320,-75.500
8592,RACS_0618-12A,25,06:29:46.752,-14:08:50.1698,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.710,8.560,-83.900
8592,RACS_0618-12A,26,06:29:49.884,-15:11:52.3,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.370,8.190,-84.400
8592,RACS_0618-12A,27,06:25:28.589,-15:12:23.62,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.180,8.580,-82.000
8592,RACS_0618-12A,28,06:21:07.411,-15:12:39.28,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,22.060,8.660,-81.900
8592,RACS_0618-12A,29,06:16:46.272,-15:12:39.28,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.770,8.470,-81.600
8592,RACS_0618-12A,30,06:12:25.097,-15:12:23.62,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.250,8.620,-80.600
8592,RACS_0618-12A,31,06:08:03.802,-15:11:52.3,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,20.850,8.600,-79.900
8592,RACS_0618-12A,32,06:08:06.931,-14:08:50.1698,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,20.960,8.750,-79.400
8592,RACS_0618-12A,33,06:08:09.814,-13:05:49.92,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.030,8.710,-80.400
8592,RACS_0618-12A,34,06:08:12.454,-12:02:50.28,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.060,8.610,-80.600
8592,RACS_0618-12A,35,06:08:14.858,-10:59:49.9898,2019-04-29 04:46:27.552,2019-04-29 05:01:43.306,21.130,8.680,-80.900
8592,RACS_0624+00A,0,06:22:43.656,+00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.180,10.330,-87.300
8592,RACS_0624+00A,1,06:26:55.656,+00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.540,10.390,-88.300
8592,RACS_0624+00A,2,06:22:43.656,-00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.390,10.150,-86.400
8592,RACS_0624+00A,3,06:26:55.656,-00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.730,10.210,-87.400
8592,RACS_0624+00A,4,06:18:31.486,+01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.600,10.480,-87.300
8592,RACS_0624+00A,5,06:22:43.613,+01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.930,10.530,-88.300
8592,RACS_0624+00A,6,06:26:55.697,+01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.300,10.580,-89.400
8592,RACS_0624+00A,7,06:31:07.824,+01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.690,10.620,89.600
8592,RACS_0624+00A,8,06:31:07.697,+00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.920,10.430,-89.400
8592,RACS_0624+00A,9,06:31:07.697,-00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,21.100,10.260,-88.400
8592,RACS_0624+00A,10,06:31:07.824,-01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.910,10.060,-87.700
8592,RACS_0624+00A,11,06:26:55.697,-01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.610,10.220,-86.300
8592,RACS_0624+00A,12,06:22:43.613,-01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.510,9.960,-85.500
8592,RACS_0624+00A,13,06:18:31.486,-01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.200,9.910,-84.500
8592,RACS_0624+00A,14,06:18:31.613,-00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.070,10.090,-85.300
8592,RACS_0624+00A,15,06:18:31.613,+00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.870,10.280,-86.200
8592,RACS_0624+00A,16,06:14:18.806,+02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.070,10.640,-87.400
8592,RACS_0624+00A,17,06:18:31.231,+02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.380,10.520,-88.500
8592,RACS_0624+00A,18,06:22:43.529,+02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.730,10.710,-89.500
8592,RACS_0624+00A,19,06:26:55.783,+02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.060,10.510,89.200
8592,RACS_0624+00A,20,06:31:08.078,+02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.440,10.550,88.300
8592,RACS_0624+00A,21,06:35:20.503,+02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.830,10.410,87.600
8592,RACS_0624+00A,22,06:35:20.078,+01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,21.070,10.500,88.900
8592,RACS_0624+00A,23,06:35:19.867,+00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,21.630,11.820,-77.400
8592,RACS_0624+00A,24,06:35:19.867,-00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,21.930,11.350,-76.800
8592,RACS_0624+00A,25,06:35:20.078,-01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,21.350,9.790,-87.900
8592,RACS_0624+00A,26,06:35:20.503,-02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,21.690,9.570,-88.000
8592,RACS_0624+00A,27,06:31:08.078,-02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,21.080,10.080,-86.500
8592,RACS_0624+00A,28,06:26:55.783,-02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.700,9.930,-85.800
8592,RACS_0624+00A,29,06:22:43.529,-02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.670,9.650,-84.500
8592,RACS_0624+00A,30,06:18:31.231,-02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.320,9.740,-83.800
8592,RACS_0624+00A,31,06:14:18.806,-02:37:32.7698,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,20.020,9.690,-82.900
8592,RACS_0624+00A,32,06:14:19.231,-01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.690,10.050,-83.200
8592,RACS_0624+00A,33,06:14:19.442,-00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.760,10.040,-84.300
8592,RACS_0624+00A,34,06:14:19.442,+00:31:29.9302,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.530,10.090,-85.000
8592,RACS_0624+00A,35,06:14:19.231,+01:34:30.4,2019-04-29 05:01:53.242,2019-04-29 05:16:58.973,19.250,10.290,-86.000
8592,RACS_0624-06A,0,06:22:43.018,-05:46:27.84,2019-04-29 05:32:34.598,2019-04-29 05:48:00.288,18.960,9.050,-77.000
8592,RACS_0624-06A,1,06:26:56.292,-05:46:27.84,2019-04-29 05:32:34.598,2019-04-29 05:48:00.288,19.160,9.100,-77.800
8592,RACS_0624-06A,2,06:22:42.761,-06:49:27.7,2019-04-29 05:32:34.598,2019-04-29 05:48:00.288,19.020,8.940,-76.600
8592,RACS_0624-06A,3,06:26:56.549,-06:49:27.7,2019-04-29 05:32:34.598,2019-04-29 05:48:00.288,19.250,8.990,-77.500
8592,RACS_0624-06A,4,06:18:30.341,-04:43:19.74,2019-04-29 05:32:34.598,2019-04-29 05:48:00.288,18.680,9.150,-76.700
8592,RACS_0624-06A,5,06:22:43.231,-04:43:27.3698,2019-04-29 05:32:34.598,2019-04-29 05:48:00.288,18.880,9.180,-77.400
